,Dutch (nl),Positive,Negative
11125,naad,0,0
11126,zeeman,0,0
11127,naadloos,0,0
11128,naaister,0,0
11129,zeehaven,0,0
11130,verdroogd,0,1
11131,zoeken,0,0
11132,zoeken,0,0
11133,aangebraden,0,0
11134,kust,0,0
11135,seizoen,0,0
11136,gekruid,1,0
11137,kruiderij,0,0
11138,stoel,0,0
11139,afscheiding,0,1
11140,afgezonderd,0,1
11141,afzondering,1,1
11142,tweede,0,0
11143,NO TRANSLATION,0,1
11144,geheimhouding,0,0
11145,geheim,0,0
11146,secretariaat,1,0
11147,secretaris,0,0
11148,afscheiden,0,0
11149,afscheiding,0,1
11150,geheimzinnig,0,1
11151,heimelijk,0,0
11152,sekte,0,0
11153,sektarisch,0,1
11154,sectionele,0,0
11155,sector,0,0
11156,wereldlijk,0,0
11157,secularisme,0,0
11158,effecten,0,0
11159,veiligheid,0,0
11160,NO TRANSLATION,0,0
11161,bezadigd,0,0
11162,kalmerend,0,0
11163,zittend,0,0
11164,zegge,0,0
11165,bezinksel,0,0
11166,sedimentair,0,0
11167,opruiing,0,1
11168,verleiden,0,1
11169,verleidelijk,0,0
11170,verleiding,0,1
11171,verleidelijk,0,0
11172,zaad,0,0
11173,kiemplant,0,0
11174,zoeken,0,0
11175,zoeker,0,0
11176,schijnbaar,0,0
11177,ziener,0,0
11178,ziedend,0,0
11179,segment,0,0
11180,scheiden,0,1
11181,gesegregeerde,0,1
11182,segregatie,0,0
11183,beslag leggen op,0,1
11184,beslaglegging,0,0
11185,zelden,0,0
11186,kiezen,0,0
11187,selectie,0,0
11188,egoïstisch,0,1
11189,egoïsme,0,1
11190,verkopen,0,0
11191,verkoper,0,0
11192,seinpaal,0,0
11193,schijn,0,0
11194,sperma,0,0
11195,puntkomma,0,0
11196,rudimentaire,0,0
11197,congres,0,0
11198,seminarie,0,0
11199,semiotiek,0,0
11200,senaat,0,0
11201,senator,0,0
11202,sturen,0,0
11203,veroudering,0,0
11204,seniel,0,1
11205,senior,0,0
11206,anciënniteit,1,0
11207,gevoel,0,0
11208,sensationeel,1,0
11209,zin,1,0
11210,zinloos,0,1
11211,verstand,0,0
11212,gevoeligheid,1,0
11213,verstandig,1,0
11214,gevoelig,0,0
11215,zintuiglijk,0,0
11216,sensueel,1,1
11217,sensualiteit,1,0
11218,sensueel,1,0
11219,zin,0,1
11220,voelend,0,0
11221,sentiment,0,0
11222,sentimenteel,1,0
11223,sentimentaliteit,1,0
11224,schildwacht,1,0
11225,schildwacht,0,0
11226,scheidbaar,0,0
11227,scheiden,0,0
11228,afzonderlijk,0,0
11229,scheiding,0,0
11230,separatist,0,1
11231,sepia,0,0
11232,bloedvergiftiging,0,1
11233,NO TRANSLATION,0,0
11234,septisch,0,1
11235,tussenschot,0,0
11236,vervolg,0,0
11237,volgorde,0,0
11238,volgend,0,0
11239,teruggetrokken,0,0
11240,beslaglegging,0,1
11241,sereen,0,1
11242,kalmte,1,0
11243,sergeant,0,0
11244,serie-,0,0
11245,serie,0,0
11246,serif,0,0
11247,ernst,0,0
11248,preek,1,0
11249,slang,0,1
11250,serpentijn,0,0
11251,gezaagd,0,0
11252,serum,1,0
11253,knecht,0,1
11254,dienen,0,1
11255,service,0,0
11256,bruikbaar,0,0
11257,slaafs-,0,1
11258,dienstbaarheid,0,1
11259,NO TRANSLATION,0,0
11260,sessie,0,0
11261,sessies,0,0
11262,reeks,0,0
11263,tegenslag,0,1
11264,NO TRANSLATION,0,0
11265,setter,0,0
11266,vestigen,0,0
11267,verrekend,0,0
11268,kolonist,0,0
11269,settlor,1,0
11270,zevende,0,0
11271,zeventig,0,0
11272,verbreken,0,1
11273,scheidbaar,0,0
11274,afzonderlijk,0,0
11275,verbreking,0,0
11276,streng,0,0
11277,strengheid,0,0
11278,naaien,0,0
11279,rioolwater,0,1
11280,riool,0,0
11281,riolering,0,1
11282,seks,1,0
11283,seksualiteit,0,0
11284,sexy,0,0
11285,haveloos,0,1
11286,keet,0,1
11287,sluiting,0,1
11288,schaduw,0,0
11289,tinten,0,0
11290,shading,0,0
11291,schaduw,0,0
11292,schaduwrijk,0,0
11293,schaduwrijk,0,1
11294,schacht,0,0
11295,shag,0,0
11296,ruig,0,0
11297,schudden,0,0
11298,geschud,0,0
11299,schudden,0,1
11300,wankel,0,1
11301,schijn,0,1
11302,sjaman,0,0
11303,janboel,0,1
11304,schaamte,0,1
11305,schandelijk,0,1
11306,schaamteloos,0,1
11307,Sjanghai,0,1
11308,schacht,0,0
11309,barak,0,0
11310,vorm,1,0
11311,goed gevormd,1,0
11312,delen,1,0
11313,aandeelhouder,0,0
11314,haai,0,1
11315,verscherpen,0,0
11316,geslepen,0,0
11317,slijper,0,0
11318,scherpte,0,0
11319,breken,0,1
11320,verbrijzeld,0,1
11321,scheren,0,0
11322,het scheren,0,0
11323,sjaal,0,0
11324,schoof,0,0
11325,knippen,0,0
11326,scharen,0,0
11327,schede,0,0
11328,mantel,0,0
11329,schuur,0,1
11330,glans,0,0
11331,schapen,0,0
11332,zeeg,0,0
11333,vel,0,0
11334,plank,0,0
11335,schelp,0,1
11336,schelpdier,0,0
11337,schuilplaats,1,0
11338,opgeschort,0,1
11339,herder,1,0
11340,sheriff,0,0
11341,sherry,0,0
11342,schild,0,0
11343,verschuiving,0,0
11344,verplaatsing,0,0
11345,shilling,0,0
11346,flikkering,0,0
11347,scheenbeen,0,0
11348,schijnen,1,0
11349,dakspaan,0,0
11350,schijnend,1,0
11351,glimmend,0,0
11352,schip,0,0
11353,Verzending,0,0
11354,Verzenden,0,0
11355,schipbreuk,0,1
11356,graafschap,0,0
11357,overhemd,0,0
11358,stront,0,1
11359,rilling,0,1
11360,rillingen,0,0
11361,klippen,0,0
11362,schok,0,1
11363,schokkend,0,0
11364,kitsch,0,1
11365,schoen,0,0
11366,schoenmaker,0,0
11367,schieten,0,1
11368,schutter,0,0
11369,het schieten,0,1
11370,winkel,0,0
11371,winkelier,0,0
11372,winkeldiefstal,0,1
11373,boodschappen doen,1,0
11374,kust-,0,0
11375,geschoren,0,0
11376,kort,0,0
11377,tekort,0,1
11378,Tekortkoming,0,1
11379,verkorten,0,0
11380,verkorting,0,0
11381,steno,0,0
11382,binnenkort,0,0
11383,kortheid,0,0
11384,korte broek,0,0
11385,schot,0,1
11386,jachtgeweer,0,0
11387,schouder,1,0
11388,roepen,0,0
11389,duw,0,1
11390,Schep,0,0
11391,scheppen,0,0
11392,laten zien,0,0
11393,douche,0,0
11394,tonen,0,0
11395,opzichtig,0,1
11396,shrapnel,0,0
11397,stukje,0,0
11398,schrander,1,0
11399,schreeuw,0,1
11400,schel,0,1
11401,garnaal,0,0
11402,heiligdom,0,0
11403,krimpen,0,1
11404,krimpen,0,0
11405,sluier,0,0
11406,struik,0,0
11407,struikgewas,0,0
11408,de schouders ophalen,0,0
11409,gekrompen,0,1
11410,huiveren,0,1
11411,schuifelen,0,0
11412,schuifelen,0,0
11413,vlieden,0,1
11414,aftakking,0,0
11415,gesloten,0,0
11416,Luik,0,0
11417,shuttle,0,0
11418,NO TRANSLATION,0,0
11419,sic,0,0
11420,ziek,0,1
11421,misselijk,0,1
11422,sikkel,0,0
11423,ziekelijk,0,1
11424,ziekte,0,1
11425,kant,0,0
11426,buffet,0,0
11427,ontwijking,0,0
11428,zijdelings,0,0
11429,belegering,0,0
11430,siësta,0,0
11431,zeef,0,0
11432,ziften,0,0
11433,zucht,0,0
11434,zicht,0,0
11435,teken,0,0
11436,signaal,0,0
11437,handtekening,0,0
11438,betekenis,0,0
11439,significant,0,0
11440,betekenis,0,0
11441,betekenen,0,0
11442,wegwijzer,0,0
11443,stil,0,0
11444,zwijgend,0,0
11445,silhouet,0,0
11446,zijde,1,0
11447,zijden,0,0
11448,zijdeachtig,0,0
11449,dorpel,0,0
11450,frivoliteit,0,0
11451,dwaas,0,1
11452,slib,0,0
11453,zilver,0,0
11454,zilverachtig,0,0
11455,soortgelijk,0,0
11456,gelijkenis,0,0
11457,NO TRANSLATION,0,0
11458,sudderen,0,0
11459,sudderen,0,0
11460,eenvoudig,0,0
11461,NO TRANSLATION,0,0
11462,makkelijker maken,1,0
11463,eenvoudigweg,0,0
11464,simuleren,0,0
11465,nagebootst,0,0
11466,simuleren,0,0
11467,simulatie,0,0
11468,simultaan,0,0
11469,gelijktijdig,0,0
11470,NO TRANSLATION,0,1
11471,oprecht,1,0
11472,oprechtheid,1,0
11473,zondig,0,1
11474,zingen,1,0
11475,zanger,0,0
11476,single,0,0
11477,afzonderlijk,1,0
11478,enkelvoud,0,0
11479,eigenaardigheid,0,0
11480,singulier,0,0
11481,sinister,0,1
11482,wastafel,0,0
11483,zondaar,0,1
11484,zondigen,0,1
11485,sinus,0,0
11486,nippen,0,0
11487,sifon,0,0
11488,mijnheer,1,0
11489,sire,0,0
11490,sirene,0,1
11491,mietje,0,1
11492,zus,0,0
11493,zusterschap,1,0
11494,plaats,0,0
11495,sith,0,0
11496,zittend,0,0
11497,plaatsen,0,0
11498,gelegen,0,0
11499,situatie,0,0
11500,zesde,0,0
11501,zestig,0,0
11502,grootte,0,0
11503,sissen,0,0
11504,vleet,0,0
11505,het schaatsen,0,0
11506,streng,0,0
11507,skelet,0,0
11508,scepticus,0,0
11509,sceptisch,0,1
11510,scepticisme,0,0
11511,schetsen,0,0
11512,oppervlakkig,0,1
11513,scheef,0,1
11514,vleespen,0,0
11515,ski,0,0
11516,slippen,0,1
11517,skiff,0,0
11518,bekwaamheid,0,0
11519,geschoold,1,0
11520,koekepan,0,0
11521,behendig,1,0
11522,afromen,0,0
11523,huid,0,0
11524,broodmager,0,0
11525,overspringen,0,1
11526,schipper,0,0
11527,schermutseling,0,1
11528,rok,0,0
11529,rand,0,0
11530,rokken,0,0
11531,parodie,0,0
11532,schedel,0,0
11533,stinkdier,0,0
11534,hemel,1,0
11535,wolkenkrabber,0,0
11536,plaat,0,0
11537,speling,0,1
11538,slak,0,1
11539,dichtslaan,0,1
11540,laster,0,1
11541,lasterlijk,0,1
11542,jargon,0,0
11543,schuin,0,0
11544,klap,0,1
11545,schuine streep,0,0
11546,slashes,0,0
11547,leisteen,1,0
11548,leien dak,0,0
11549,slachten,0,1
11550,slachthuis,0,1
11551,slachten,0,1
11552,slaaf,0,1
11553,slavernij,0,1
11554,doden,0,1
11555,moordenaar,0,1
11556,slee,0,0
11557,glad,1,0
11558,slaap,0,0
11559,slaper,0,0
11560,slapen,0,0
11561,slapeloosheid,0,0
11562,slaperig,0,0
11563,ijzel,0,1
11564,mouw,0,0
11565,mouwloos,0,0
11566,slee,0,0
11567,list,0,0
11568,slank,1,0
11569,detective,0,0
11570,plak,0,0
11571,glad,0,0
11572,glijbaan,0,0
11573,glijdend,0,0
11574,gering,0,0
11575,licht,0,0
11576,slank,1,0
11577,slijm,0,0
11578,slijmerig,0,1
11579,slinger,0,0
11580,sluipen,0,1
11581,uitglijden,0,1
11582,pantoffel,0,0
11583,slippers,0,0
11584,spleet,0,0
11585,splinter,0,0
11586,leuze,0,0
11587,sloep,0,0
11588,NO TRANSLATION,0,1
11589,helling,0,0
11590,slordig,0,1
11591,sleuf,0,0
11592,luiaard,0,1
11593,slungelen,0,1
11594,moeras,0,1
11595,langzaam,0,0
11596,langzaam,0,0
11597,traagheid,0,1
11598,modder,0,1
11599,naaktslak,0,1
11600,traag,0,1
11601,sluis,0,0
11602,achterbuurt,0,1
11603,sluimeren,0,0
11604,malaise,0,1
11605,smet,0,1
11606,slush,0,1
11607,slet,0,1
11608,sluw,0,1
11609,slaan,0,1
11610,klein,0,1
11611,kleiner,0,0
11612,kleinste,0,0
11613,intrappen,0,1
11614,vernield,0,1
11615,oppervlakkige kennis,0,1
11616,smeren,0,0
11617,geur,0,1
11618,ruikend,0,1
11619,spiering,0,0
11620,glimlach,1,0
11621,glimlachen,1,0
11622,meesmuilen,0,1
11623,slaan,0,1
11624,smid,0,0
11625,getroffen,1,0
11626,roker,0,1
11627,smokey,0,0
11628,roken,0,0
11629,rokerig,0,0
11630,smeulende,0,0
11631,glad,0,0
11632,gladheid,1,0
11633,smoren,0,1
11634,vlekken,0,1
11635,zelfgenoegzaam,0,1
11636,smokkelen,0,1
11637,smokkelaar,0,1
11638,smokkelen,0,1
11639,roetvlek,0,1
11640,snack,0,0
11641,snacks,0,0
11642,moeilijkheid,0,1
11643,haken en ogen,0,1
11644,slak,0,0
11645,slang,0,1
11646,breuk,0,0
11647,momentopname,0,0
11648,strik,0,1
11649,grauwen,0,1
11650,snauwen,0,1
11651,rukken,0,0
11652,sluipen,0,1
11653,sportschoenen,0,0
11654,sluipen,0,1
11655,grijns,0,1
11656,niezen,0,1
11657,niezen,0,0
11658,gehinnik,1,0
11659,fals,0,1
11660,snuiven,0,0
11661,knip,0,0
11662,watersnip,0,0
11663,snipper,0,0
11664,snob,0,1
11665,snoopy,0,0
11666,dutten,0,0
11667,snurken,0,0
11668,snuiven,0,0
11669,snuit,0,0
11670,sneeuw,0,0
11671,sneeuwbal,0,0
11672,sneeuwvlok,0,0
11673,besneeuwd,0,0
11674,snuif,0,0
11675,weken,0,1
11676,soaking,0,0
11677,zeep,0,0
11678,zeepachtig,0,0
11679,stijgende,0,0
11680,NO TRANSLATION,0,1
11681,soberheid,1,0
11682,soc,0,0
11683,voetbal,0,0
11684,sociaal,1,0
11685,sociaal,0,0
11686,socialisme,0,0
11687,socialist,0,1
11688,maatschappij,0,0
11689,sok,0,0
11690,stopcontact,0,0
11691,zode,0,0
11692,bank,0,0
11693,verzachting,0,0
11694,zachtheid,0,0
11695,vochtig,0,0
11696,bodem,0,1
11697,vuil,0,1
11698,vertoeven,0,0
11699,troost,1,0
11700,zonne-,0,0
11701,soldeer,0,0
11702,soldering,0,0
11703,soldaat,1,0
11704,zool,0,0
11705,vragen,0,0
11706,verzoek,0,0
11707,notaris,0,0
11708,solide,1,0
11709,solidariteit,0,0
11710,stollen,0,0
11711,gestold,0,0
11712,stollen,0,0
11713,stevigheid,1,0
11714,patiencespel,0,0
11715,eenzaam,0,0
11716,eenzaamheid,0,0
11717,solo,0,0
11718,oplosbaarheid,0,0
11719,oplosbaar,0,0
11720,oplossing,1,0
11721,oplossen,0,0
11722,solvabiliteit,1,0
11723,solvent,0,0
11724,somatische,0,1
11725,somber,0,1
11726,zoon,0,0
11727,sonar,1,0
11728,sonate,1,0
11729,lied,0,0
11730,sonnet,1,0
11731,sonoor,1,0
11732,roet,0,1
11733,kalmeren,1,0
11734,verzachtend,1,0
11735,tweedejaars,0,0
11736,sopraan,0,0
11737,tovenaar,0,0
11738,tovenarij,0,1
11739,gemeen,0,1
11740,zeer,0,1
11741,sorely,0,1
11742,pijnlijkheid,0,1
11743,sorghum,0,0
11744,vrouwenclub,0,0
11745,leed,0,1
11746,treurig,0,1
11747,soort,0,0
11748,NO TRANSLATION,1,0
11749,NO TRANSLATION,0,1
11750,sorteer-,0,0
11751,NO TRANSLATION,0,0
11752,zielloos,0,1
11753,zielsverwant,0,1
11754,geluid,0,0
11755,klinkend,0,0
11756,soliditeit,1,0
11757,soep,1,0
11758,zuur,0,1
11759,bron,0,0
11760,souvenir,0,0
11761,soeverein,0,0
11762,soevereiniteit,0,0
11763,zeug,0,0
11764,spa,1,0
11765,ruimte,0,0
11766,ruim,1,0
11767,spade,0,0
11768,span,0,0
11769,spaniel,1,0
11770,afranselen,0,1
11771,spanking,0,0
11772,spar,0,0
11773,Reserve,0,0
11774,spaarzaam,0,0
11775,vonk,0,0
11776,fonkeling,1,0
11777,sparring,0,0
11778,dun,0,0
11779,spasme,0,1
11780,slobkous,0,1
11781,spatel,0,0
11782,paaien,0,0
11783,spreker,0,0
11784,sprekend,0,0
11785,speer,0,1
11786,speciaal,1,0
11787,specialist,0,0
11788,specialiteit,0,0
11789,NO TRANSLATION,0,0
11790,NO TRANSLATION,0,0
11791,NO TRANSLATION,1,0
11792,soorten,0,0
11793,specifiek,0,0
11794,specificatie,0,0
11795,specimen,0,0
11796,vlek,0,1
11797,bont,0,0
11798,bril,0,0
11799,schouwspel,1,1
11800,bril,0,0
11801,spectaculaire,0,0
11802,toeschouwer,0,0
11803,spook,0,1
11804,spectraal,0,1
11805,spectrometer,0,0
11806,spectrofotometer,0,0
11807,spectroscopie,0,0
11808,spectrum,0,0
11809,speculeren,0,0
11810,speculatie,0,1
11811,speculatieve,0,0
11812,speculum,0,0
11813,toespraak,1,0
11814,sprakeloos,0,0
11815,snelheid,0,0
11816,snel,0,0
11817,snelheidsmeter,0,0
11818,speedway,0,0
11819,snel,1,0
11820,als betoverd,0,0
11821,spelling,1,0
11822,spencer,0,0
11823,besteden,0,0
11824,doorgebracht,0,1
11825,sperma,0,0
11826,spuwen,0,0
11827,gebied,0,0
11828,bolvormig,0,0
11829,sfinx,0,0
11830,kruid,1,0
11831,gekruid,0,0
11832,spin,0,0
11833,zwikje,0,0
11834,aar,0,0
11835,spits,0,0
11836,puntig,0,0
11837,morsen,0,0
11838,spinnen,0,0
11839,spinal,0,0
11840,spil,0,0
11841,wervelkolom,1,1
11842,spinnen,0,0
11843,oude vrijster,0,1
11844,doornig,0,0
11845,spiraal,0,0
11846,torenspits,0,0
11847,geest,1,0
11848,spiritualiën,1,0
11849,geestelijk,0,0
11850,geestelijkheid,0,0
11851,spit,0,0
11852,wrok,0,1
11853,hatelijk,0,1
11854,plons,0,0
11855,milt,0,0
11856,geweldig,1,0
11857,pracht,1,0
11858,verbinding,0,0
11859,spline,0,0
11860,spalk,0,0
11861,splinter,0,1
11862,spleet,0,1
11863,splitsing,0,1
11864,pralerij,0,0
11865,Bederven,0,1
11866,spoiler,0,1
11867,bederven,0,0
11868,spaak,0,1
11869,mondeling,0,0
11870,woordvoerder,0,0
11871,spons,0,1
11872,sponsachtig,0,0
11873,sponsor,1,0
11874,sponsoring,0,0
11875,spoof,0,0
11876,spook,0,1
11877,lepel,0,0
11878,lepelvol,0,0
11879,sporadisch,0,0
11880,spoor,0,0
11881,sport,0,0
11882,sporting,0,0
11883,sport-,0,0
11884,sportman,0,0
11885,plek,0,0
11886,vlekkeloos,1,0
11887,gevlekt,0,0
11888,gevlekt,0,0
11889,echtelijk,0,0
11890,echtgenoot,1,0
11891,tuit,0,0
11892,verstuiking,0,1
11893,sprawl,0,0
11894,verstuiven,0,0
11895,verspreiding,0,0
11896,Spree,0,1
11897,sprenkeling,0,0
11898,sprite,0,1
11899,spruit,0,0
11900,net,1,0
11901,uitloper,0,0
11902,onecht,0,1
11903,aangespoord,0,0
11904,spurt,0,0
11905,spion,0,0
11906,rot,0,0
11907,smaldeel,0,0
11908,bui,0,1
11909,squameuze,0,0
11910,plein,0,0
11911,hurken,0,0
11912,kraker,0,1
11913,piepen,0,0
11914,piepen,0,0
11915,preuts,0,1
11916,knijpen,0,0
11917,knijpen,0,0
11918,squelch,0,1
11919,scheel,0,0
11920,schildknaap,0,0
11921,kronkelen,0,1
11922,eekhoorn,0,0
11923,spuiten,0,0
11924,steken,0,1
11925,stabiliteit,0,0
11926,stal,1,0
11927,staccato,1,0
11928,stack,0,0
11929,personeel,0,0
11930,hert,0,0
11931,stadium,0,0
11932,wankelen,0,0
11933,onthutsend,0,1
11934,stilstaand,0,1
11935,stagnatie,0,0
11936,sober,0,0
11937,vlek,0,1
11938,roestvrij,1,0
11939,trap,0,0
11940,trappenhuis,0,0
11941,trap,0,0
11942,inzet,0,0
11943,muf,0,1
11944,patstelling,0,0
11945,stengel,0,1
11946,kraam,0,0
11947,hengst,1,0
11948,stallen,0,0
11949,stoer,1,0
11950,uithoudingsvermogen,1,0
11951,postzegel,0,0
11952,stand,0,0
11953,standaard-,0,0
11954,normaliseren,0,0
11955,staand,1,0
11956,impasse,0,1
11957,standpunt,0,0
11958,blijf staan,0,1
11959,stanza,0,0
11960,kram,0,0
11961,ster,1,0
11962,stuurboord,0,0
11963,stijfsel,0,0
11964,staren,0,0
11965,staren,0,1
11966,strak,0,1
11967,sterrenlicht,1,0
11968,sterrenhemel,1,0
11969,sterren,0,0
11970,begin,0,0
11971,doen schrikken,0,1
11972,ontstellend,0,0
11973,uithongering,0,1
11974,uitgehongerd,0,1
11975,hongerig,0,1
11976,staat,0,0
11977,statig,1,0
11978,uitspraak,1,0
11979,statiezaal,0,0
11980,staatsman,0,0
11981,statisch,0,0
11982,statica,0,0
11983,station,0,0
11984,stationair,0,1
11985,schrijfbehoeften,0,0
11986,statistisch,0,0
11987,statisticus,0,0
11988,stator,0,0
11989,beeldhouwwerk,0,0
11990,standbeeld,1,0
11991,beeldje,0,0
11992,gestalte,0,0
11993,staat,1,0
11994,statuut,0,0
11995,wettelijk voorgeschreven,0,0
11996,trouw,1,0
11997,duig,0,1
11998,verblijf,0,0
11999,verbleef,0,0
12000,verblijven,0,0
12001,plaats,0,0
12002,standvastig,1,0
12003,vast,0,0
12004,stelen,0,1
12005,diefstal,0,1
12006,heimelijkheid,0,0
12007,heimelijk,0,0
12008,heimelijk,0,1
12009,stoomboot,0,0
12010,stoomboot,0,0
12011,stoomwals,0,0
12012,stoomschip,0,0
12013,stomend,0,0
12014,staal,0,0
12015,steil,0,0
12016,toren,0,0
12017,sturen,0,0
12018,stellaire,1,0
12019,stam,0,0
12020,stank,0,0
12021,stencil,0,0
12022,stap,0,0
12023,steppe,0,0
12024,stappen,0,0
12025,stereoscopisch,0,0
12026,stereotiep,0,1
12027,stereotiep,0,1
12028,steriel,0,1
12029,steriliteit,0,1
12030,sterling,1,1
12031,achtersteven,0,1
12032,stethoscoop,0,0
12033,stoven,0,0
12034,rentmeester,1,0
12035,rentmeesterschap,0,0
12036,stok,0,0
12037,plakken,0,0
12038,kleverig,0,0
12039,stijf,0,1
12040,stijven,0,0
12041,stijfheid,0,1
12042,verstikken,0,1
12043,verstikt,0,1
12044,verstikkend,0,0
12045,stigma,0,1
12046,NO TRANSLATION,0,0
12047,stilet,0,0
12048,doodgeboren,0,1
12049,stilte,1,0
12050,stelten,0,0
12051,stimulans,0,0
12052,stimulatie,0,0
12053,prikkel,0,0
12054,steek,0,1
12055,prikkelend,0,1
12056,gierig,0,1
12057,stinken,0,1
12058,stinkend,0,1
12059,stint,0,1
12060,bedingen,0,0
12061,bepaling,0,0
12062,roeren,0,0
12063,roeren,0,0
12064,steek,0,0
12065,voorraad,0,0
12066,effectenhandelaar,0,0
12067,kous,0,0
12068,aandelen,0,1
12069,stal,0,0
12070,gestolen,0,1
12071,maag,0,0
12072,steen,0,1
12073,gestenigd,0,1
12074,keramiek,0,0
12075,steenachtig,0,0
12076,stoel,0,0
12077,ontlasting,0,1
12078,bukken,0,0
12079,hou op,0,0
12080,stopzetting,0,1
12081,stop,0,0
12082,stoppen,0,0
12083,stopwatch,0,0
12084,opslagruimte,0,0
12085,op te slaan,1,0
12086,pakhuis,0,0
12087,opslaan,0,0
12088,storm,0,1
12089,bestorming,0,0
12090,stormachtig,0,1
12091,verhaal,0,0
12092,stout,0,0
12093,fornuis,0,0
12094,stouwen,0,0
12095,weerszijden,0,0
12096,recht,0,0
12097,strekken,0,0
12098,rechtdoorzee,1,0
12099,regelrecht,0,0
12100,gespannen,0,1
12101,zeestraat,0,0
12102,zeeëngte,0,1
12103,strand,0,0
12104,gestrand,0,1
12105,vreemdeling,0,1
12106,wurgen,0,1
12107,band,0,0
12108,strapping,0,0
12109,lagen,0,0
12110,strategisch,1,0
12111,strateeg,1,0
12112,strategie,0,0
12113,laagvorming,0,0
12114,laag,0,0
12115,stratus,0,0
12116,stro,0,0
12117,verdwaald,0,1
12118,streep,0,0
12119,gestreept,0,0
12120,NO TRANSLATION,0,0
12121,wimpel,0,0
12122,streaming,0,0
12123,straat,0,0
12124,kracht,1,0
12125,versterken,1,0
12126,versterking,1,0
12127,inspannend,0,0
12128,spanning,0,1
12129,rekken,0,0
12130,brancard,0,0
12131,getroffen,0,0
12132,schrijden,0,0
12133,strijd,0,1
12134,staking,0,1
12135,opvallend,1,0
12136,opvallend,1,0
12137,draad,0,0
12138,vezelig,0,0
12139,strip,0,1
12140,streep,0,1
12141,gestript,0,1
12142,zich inspannen,0,0
12143,strobe,0,0
12144,beroerte,0,1
12145,wandeling,0,0
12146,bolwerk,0,0
12147,sterk,1,0
12148,structureel,0,0
12149,structuur,1,0
12150,worstelen,0,1
12151,stut,0,1
12152,stoppels,0,0
12153,koppigheid,0,0
12154,stomp,0,0
12155,pleisterwerk,0,0
12156,zit vast,0,0
12157,knop,1,0
12158,studded,0,0
12159,student,0,0
12160,bestudeerd,0,0
12161,studio,0,0
12162,studie,1,0
12163,spul,0,0
12164,vulling,0,0
12165,benauwd,0,1
12166,struikelen,0,1
12167,stomp,0,0
12168,verbijsterd,0,1
12169,stunt,0,0
12170,onvolgroeide,0,1
12171,kolossaal,0,0
12172,dom,0,1
12173,domheid,0,1
12174,verdoving,0,1
12175,robuust,1,0
12176,steur,0,0
12177,stotteren,0,0
12178,strontje,0,1
12179,stijl,0,0
12180,elegant,0,0
12181,subatomaire,0,0
12182,subcommissie,0,0
12183,onderbewust,0,0
12184,subcutane,0,0
12185,onderverdelen,0,0
12186,onderverdeling,0,0
12187,subductie,0,0
12188,onderwerpen,0,1
12189,ingetogen,0,0
12190,NO TRANSLATION,0,0
12191,onderwerpen,0,1
12192,onderworpen,0,1
12193,onderwerping,0,1
12194,subjectief,0,0
12195,onderwerping,0,1
12196,sublimering,1,0
12197,subliminale,0,0
12198,onderzeeër,0,0
12199,ondergedompeld,0,0
12200,duikboot,0,0
12201,voorlegging,0,0
12202,voorleggen,0,0
12203,ondergeschikt,0,1
12204,ondergeschiktheid,0,0
12205,subplot,0,0
12206,dagvaarden,0,1
12207,abonneren,0,0
12208,abonnement,0,0
12209,subsequentie,0,0
12210,volgend,0,0
12211,hierop volgend,0,0
12212,deelverzameling,0,0
12213,luwen,0,0
12214,verzakking,0,1
12215,dochtermaatschappij,0,0
12216,subsidiëren,0,0
12217,subsidie,0,1
12218,bestaan,0,1
12219,levensonderhoud,0,0
12220,ondergrond,0,0
12221,stof,1,0
12222,wezenlijk,0,0
12223,onderbouwen,0,0
12224,substantief,1,0
12225,plaatsvervanger,0,0
12226,gesubstitueerd,0,0
12227,vervanging,0,0
12228,onderbouw,0,0
12229,onderaards,0,0
12230,subtiel,0,0
12231,subtiliteit,0,0
12232,aftrekken,0,1
12233,aftrekking,0,0
12234,subtype,0,0
12235,voorstad,0,0
12236,voorstads-,0,0
12237,buitenwijken,0,0
12238,omverwerping,0,1
12239,subversief,0,1
12240,ondermijnen,0,1
12241,metro,0,0
12242,slagen,1,0
12243,slagen,1,0
12244,succes,1,0
12245,geslaagd,1,0
12246,successie,0,0
12247,opeenvolgende,0,0
12248,opvolger,0,0
12249,bondig,1,0
12250,sappig,1,1
12251,bezwijken,0,1
12252,zuigen,0,1
12253,zuignap,0,1
12254,zuig-,0,0
12255,zuigeling,0,0
12256,zuiging,0,0
12257,plotseling,0,0
12258,plotseling,0,0
12259,vervolgen,0,1
12260,lijden,0,1
12261,lijder,0,1
12262,lijden,0,1
12263,voldoen,0,0
12264,voldoende hoeveelheid,1,0
12265,voldoende,0,0
12266,voldoende,0,0
12267,achtervoegsel,0,0
12268,verstikkende,0,1
12269,verstikking,0,1
12270,suiker,1,0
12271,suggereren,0,0
12272,suggestie,0,0
12273,suggestief,0,0
12274,suïcidaal,0,1
12275,zelfmoord,0,1
12276,pak,0,0
12277,geschikt,1,0
12278,suite,0,0
12279,aanzoeker,0,0
12280,nors,0,1
12281,zwavel,0,0
12282,sultan,0,0
12283,zwoel,1,0
12284,som,0,0
12285,summier,0,0
12286,samenvatten,0,0
12287,overzicht,0,0
12288,sommering,0,0
12289,zomer,0,0
12290,top,0,0
12291,dagvaarden,0,0
12292,dagvaarding,0,1
